49
60,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
90,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
90,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
10,3,-300,0,200,-600,-100,200,200,-200,300,200,-200,400
90,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
10,3,300,-0,200,600,-100,200,-200,-200,300,-200,-200,400
120,0,0,200,90,0,0,200,0,0,0,0,0,0
30,0,100,200,90,100,0,200,0,0,0,0,0,0
30,0,-100,200,90,-100,0,200,0,0,0,0,0,0
180,1,800,-200, 400,50,-200,400,0,0,0,0,0,0
10,1,850,-200, 450,100,-200,450,0,0,0,0,0,0
10,1,900,-200,400,150,-200,400,0,0,0,0,0,0
10,1,950,-200,450,200,-200,450,0,0,0,0,0,0
10,1,1000,-200,400,250,-200,400,0,0,0,0,0,0
180,1,-800,-200, 400,-50,-200,400,0,0,0,0,0,0
10,1,-850,-200, 450,-100,-200,450,0,0,0,0,0,0
10,1,-900,-200,400,-150,-200,400,0,0,0,0,0,0
10,1,-950,-200,450,-200,-200,450,0,0,0,0,0,0
10,1,-1000,-200,400,-250,-200,400,0,0,0,0,0,0

