119
60,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
60,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
10,3,200,150,-50,200,-150,-50,0,0,600,0,0,600
60,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
10,3,200,150,-50,-200,-150,-50,-500,-150,900,500,150,400
60,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
10,3,-200,-150,-50,200,150,-50,500,150,900,-500,-150,400
120,0,-200,100,-100,-200,100,500,0,0,0,0,0,0
15,0,-100,100,-100,-100,100,500,0,0,0,0,0,0
15,0,0,100,-100,0,100,500,0,0,0,0,0,0
15,0,100,100,-100,100,100,500,0,0,0,0,0,0
15,0,200,100,-100,200,100,500,0,0,0,0,0,0
60,0,200,-100,-100,200,-100,500,0,0,0,0,0,0
15,0,100,-100,-100,100,-100,500,0,0,0,0,0,0
15,0,0,-100,-100,0,-100,500,0,0,0,0,0,0
15,0,-100,-100,-100,-100,-100,500,0,0,0,0,0,0
15,0,-200,-100,-100,-200,-100,500,0,0,0,0,0,0
180,999,1,0,0,0,0,0,0,0,0,0,0,0
60,0,0,200,-100,0,100,500,0,0,0,0,0,0
10,0,100,173.2,-100,50,86.6,500,0,0,0,0,0,0
10,0,173.2,100,-100,86.6,50,500,0,0,0,0,0,0
10,0,200,0,-100,100,0,500,0,0,0,0,0,0
10,0,173.2,-100,-100,86.6,-50,500,0,0,0,0,0,0
10,0,100,-173.2,-100,50,-86.6,500,0,0,0,0,0,0
10,0,0,-200,-100,0,-100,500,0,0,0,0,0,0
10,0,-100,-173.2,-100,-50,-86.6,500,0,0,0,0,0,0
10,0,-173.2,-100,-100,-86.6,-50,500,0,0,0,0,0,0
10,0,-200,0,-100,-100,0,500,0,0,0,0,0,0
10,0,-173.2,100,-100,-86.6,50,500,0,0,0,0,0,0
10,0,-100,173.2,-100,-50,86.6,500,0,0,0,0,0,0
180,1,120,60,-200,60,30,600,0,0,0,0,0,0
5,1,120,60,-200,10,80,650,0,0,0,0,0,0
5,1,120,60,-200,110,80,550,0,0,0,0,0,0
5,1,120,60,-200,160,130,650,0,0,0,0,0,0
